text,true_claims
"While greenhouse gases are often the focus, other activities are contributing significantly more to climate change",['2_2_0']
"Because there are more greenhouse gases in the atmosphere, more of the Suns heat is trapped and the earths surface is warming up.",['0_0_0']
Aslak Grinsted now had a tool to create statistics on the frequency of cyclones that make landfall all the way back to 1923. He could see that there has been an increasing trend in the number of major storm surges since 1923.,['0_0_0']
"The CRU emails show how science has been perverted into a political movement, and how scientists conspired to serve a ""post-normal"" agenda where truth is trampled exactly as the proponents of ""post-normal"" science had anticipated.",['6_2_0']
Claims about climate change are overblown.,['6_1_0']
"Nevertheless, despite the movement in the right direction, global fossil fuel subsidies are still much higher than renewable energy subsidies, despite the fact that fossil fuels and associated technologies have been established for decades to centuries. Fossil fuels also receive another massive subsidy which is rarely taken into account in these types of calculations carbon emissions.",['0_0_0']
"The area of sharpest interest to the People of Louisiana in this 
bill, is also surely one of the areas most in need of reason over 
superstition--oil and gas production, both on shore and on the Outer 
Continental Shelf. As we are all aware, the United States has an 
abundant demand for fossil fuels, but also a great need to use them 
wisely.

",['7_3_0']
Religion has ritual. Global-warming alarmism has recycling and Earth Day celebrations. Some religions persecute heretics. Some global-warming alarmists identify ‘denialists’ and liken them to Holocaust deniers.,['6_1_1']
"When the snow melts, it exposes dark land below it, further accelerating regional warming. Black carbon in snow causes about three times the temperature change as carbon dioxide in the atmosphere, Zender says. The climate is more responsive to this than to anything else we know.",['2_2_0']
"Just as in medieval times when the people were expected to (and often did) believe everything they were told by the priest, now we see that  it is the scientist whose word is gospel. Even today panellists on  programmes such as BBC Question Time who question climate change can be booed and jeered at by people who read scientific papers on the issue even less than illiterate medieval peasants read the Bible, at the time still un-translated from the Latin.",['6_1_1']
"If there is no tropical upper troposphere hotspot, then there is no positive feedback, and thus, no climate change crisis as predicted by the IPCC. If there is no hotspot, then the IPCC hypothesis of CO2 caused global warming (AGW) is essentially proven false.",['2_3_5']
Fracking is a dangerous way of getting oil and gas and a shortsighted energy strategy.,['0_0_0']
President Obamas CO2 Plan Hurts Americans,['4_1_1']
"Instead of seeking greenhouse gas reductions, what we need to foster, as Wildavsky called it, is resilience: the ability to withstand changes, and bounce back from them. We need to encourage others to build their own climate resilience as well.",['4_2_11']
"At present, the polar bear is one of the best managed of the large arctic mammals. If all the arctic nations continue to abide by the terms and intent of the Polar Bear Agreement, the future of polar bears is secure.",['3_2_2']
"But here's the good news: Despite almost mind-numbing repetition of ""the debate is over"" and ""don't believe climate deniers,"" the American public is unconvinced that man-made global warming merits the policies this administration is pushing. Republicans in Congress are unified on the climate change topic, acknowledging that while there may be some human impact on climate, it does not justify the sweeping taxes, regulations, and subsidies supported by the current administration. They will block cap and trade, carbon taxes, and international treaties.","['4_2_2,', '6_1_3']"
All this talk about climate change is overblown—no need to panic! #ClimateReality,['6_1_0']
"The additional warming of land surface air temperatures could  be caused by anthropogenic greenhouse gases, but it is just as likely the warming was caused by other factors such as land-use changes, urban heat island effect, or black soot on snow.",['2_2_0']
"Although solar power can provide a cost-effective alternative for off-grid applications, we believe the principal challenge to widespread adoption of solar power for on-grid applications is reducing manufacturing costs so that the cost of installed solar panels is equal to or less than the cost of grid-generated electricity without impairing product reliability. This concept is known as reaching grid parity.",['0_0_0']
We have been lied to about climate change.,['6_2_0']
"First, lets get rid of the 1998 red herring. The implication is that you can only get this slowdown by picking 1998 as the start year. The reality is that temperatures have been flat since 2001, which was a neutral ENSO  year, and therefore comparable to this year",['1_4_0']
"All the while, the Obama administration is crippling Americas future economic growth with these regulations while our economic competitors forge ahead at making energy prices predictable, cheap and attractive for doing business.",['4_1_1']
"Climate change predictions that are 2,500 times more precise than previous studies show rising temperatures for the region.",['0_0_0']
"Confidence in detection . The quality of agreement between model simulations with 20 th century forcing and observations supports the likelihood that models are adequately simulating the magnitude of natural internal variability on decadal to century time scales. From the IPCC AR4: However, models would need to underestimate variability by factors of over two in their standard deviation to nullify detection of greenhouse gases in near-surface temperature data, which appears unlikely given the quality of agreement between models and observations at global and continental scales (Figures 9.7 and 9.8) and agreement with inferences on temperature variability from NH temperature reconstructions of the last millennium.",['0_0_0']
Yet Gore has received a Nobel Prize for a book (and film) that even sympathizers can see is filled with factual errors.  Gore's book and film are so tendentious and inaccurate that they do little to advance his position.,['6_1_3']
Climate criminals will immediately jump on this and claim that glaciers are losing mass even if the surface is gaining it. This is also a lie  as you can see in this time lapse of the Petermann Glacier which is clearly growing.,"['1_1_4,', '1_1_2,', '6_2_0']"
"As part of a DOE grant we are testing climate models against satellite observations, particularly regarding the missing hotspot in the tropics, that is, the expected region of enhanced warming in the tropical mid- and upper troposphere as the surface warms.  Since 1979 (the satellite period of record), it appears that warming in those upper layers has been almost non-existent, despite some surface warming and increases in low-level humidity.","['5_4_0,', '2_3_5']"
"Emissions reductions alone won’t get us there—carbon capture technology can pull CO₂ straight from the air and help us reach our climate goals faster. #CarbonRemoval #CleanTech""",['4_2_13']
"Climate Change is a term used to describe changes in weather pattern around the world in recent years against what had been many years back. This is said to be caused by global warming, an increase in the average temperature of the Earth due to natural and anthropogenic activities.",['0_0_0']
We are already contributing enough to the societal good we don't need to also address climate change issues,['4_4_3']
"Barrett: Blankets keep people warm, greenhouse gases keep the Earth warm, but their mechanisms are different.",['0_0_0']
"Chukchi Sea and Southern Davis Strait bears, for example, are doing very well  contrary to all predictions  despite marked declines in summer sea ice because they have ample food during their critical spring feeding period when sea ice is abundant.",['3_2_2']
"In fact, scientists can calculate how much extra heat should be accumulating from the human-caused increases in greenhouse gases, and the energies involved are staggering. By a conservative estimate, current concentrations are trapping an extra amount of energy equivalent to 400,000 Hiroshima bombs exploding across the face of the earth every day.",['0_0_0']
"In the press release, they point out that although climate change has been blamed for the decline in Caribbean coral reefs, the majorreason for the decline is  drum roll the loss of the parrotfish and other reef grazers.",['3_2_0']
"How Chretien, as the leader of a large, cold, northern, oil-exporting country, could have committed Canada to an emissions treaty that excluded the U.S. and required nothing of China, defies explanation to this day.",['4_2_4']
I stand by my previous statements that the Arctic summer sea ice cover is in a death spiral. Its not going to recoverI hate to say it but I think we are committed to a four- to six-degree warmer Arctic.,['0_0_0']
"All this is little more than blatant scare mongering, and FOE was calling on its members and others who received its email to ""Call on President Obama to ensure that all Americans are protected from climate disasters.""",['6_1_4']
"Unless ACESA causes other nations to adopt GHG limits, it is focused on what is, in fact, the much smaller and shrinking part of the total problem. Effective GHG control depends far more on inducing controls abroad than it does on imposing them at home. When all greenhouse gases are considered and all sources, including land use changes, are counted, the U.S. is contributing only about 15 percent (and falling) of global GHG emissions. The other 85 percent is beyond the control of the U.S. government.","['4_2_3,', '4_2_4']"
Green Hell: How Environmentalists Plan to Control Your Life and What You Can Do to Stop Them,['4_1_5']
"When the authors include changes in man-made aerosol emissions in the latest Met Office Hadley Centre model, which includes a comprehensive treatment of aerosol-cloud interactions, they can reproduce much of the decade-to-decade variability in Atlantic hurricane activity. This supports evidence of a link between the two.",['2_2_0']
"According to the calculations of the logarithmic diminution of the effectiveness of CO2 as greenhouse gas, using IPCC figures.",['2_3_2']
"Following the release of a study by the British Geological Survey that shows there could be 40 trillion cubic metres of shale gas resources in England alone, the impact of  these reserves on the UKs gas prices has been a hot topic.",['7_1_0']
Sea level is rising no faster than for 150 years. From 2004-2012 the Envisat satellite reported a rise of a tenth of an inch.,['1_6_0']
"Increased concentrations of CO2 in sea water causing a measurable increase in acidity (i.e., a reduction in ocean pH). This may lead to reduced calcification rates of calcifying organisms such as corals, molluscs, algae and crustacea.",['0_0_0']
"Marine life, including that part that fixes CO2 as the carbonate in limestones such as coral reefs, evolved on an Earth with CO2 levels many times higher than those of today. It may be true to say that todays marine life is getting by in a CO2-deprived environment.","['3_2_3,', '3_3_0']"
"The good news is that 27 coal-based generating units and plants representing more than 15,000 megawatts of electricity are currently being constructed throughout the United States. Given the demand forecast, even more facilities would likely be underway were it not for the uncertainty regarding the form and timing of efforts to reduce greenhouse gas emissions.","['7_3_0,', '4_1_4']"
"Until the voters say enough-is-enough, the infliction of more costs by our elected official and environmentalists onto the suppliers, that are paid by the users, will continue into perpetuity.",['4_1_1']
"The worlds climate is already changing: more floods, more droughts, more tornadoes. Sea level rise has begun, and even if we stopped burning fossil fuels tomorrow, we are already committed to more.",['0_0_0']
"As more ice melts under glaciers and ice sheetsparticularly in Greenland and Antarcticathe water lubricates the ice masses, sending them to sea, and eventual breakup, at a faster rate.",['0_0_0']
"Cmdr. Simpson said: Glaciers have recently been melting steadily at an increasing rate . We will make tests gauging the exact speed of thawing. Scientists have calculated that if the entire icecap eventually melted, the sea level throughout the world would rise 17ft, flooding every port, and thousands of square miles of land.",['0_0_0']
"According to the authors, ""all regions showed more annual cold related mortality than heat related mortality.""  In fact, over the seven regions studied, annual cold related deaths were nearly  ten times greater than annual heat related deaths.",['3_6_0']
"My total turnaround, in such a short time, is the result of careful and objective analysis by the Berkeley Earth Surface Temperature project, which I founded with my daughter Elizabeth. Our results show that the average temperature of the earths land has risen by two and a half degrees Fahrenheit over the past 250 years, including an increase of one and a half degrees over the most recent 50 years. Moreover, it appears likely that essentially all of this increase results from the human emission of greenhouse gases .",['0_0_0']
"New international climate data show that 2005 is on track to be the hottest year on record, continuing a 25-year trend of rising global temperatures.",['0_0_0']
he pH profile for the middle Eocene tropical Pacific Ocean shows that atmospheric  CO2 was probably similar to modern concentrations or slightly higher .,['2_3_6_1']
"Many Members have discussed passionately how America needs to 
decrease its dependence on foreign energy. In fact, many campaigned on 
promises to decrease our dependence. Sadly, this legislation falls 
drastically short on those promises. In fact it actually increases 
America's dependence on foreign oil. This is a dangerous policy for our 
national and economic security.",['4_1_2']
"CESA makes a valuable contribution in highlighting the importance of adaptation. Fortunately, much can be done to minimize the social costs that climate change might otherwise cause. Indeed, for the next century, adaptation to climate change is likely to do more to reduce its costs than will GHG controls.",['4_2_11']
"What has been the role of human-induced climate change in the Russian heat wave of 2010? As indicated at the beginning of this report, globally averaged surface temperatures during the first 6 months of 2010 were the warmest since about 1880 based on NOAA and NASA analyses.",['0_0_0']
"That means once the planet gets warmer and warmer then the oceans begin to evaporate, and water vapour is a very strong greenhouse gas, even more powerful than carbon dioxide, so you can get to a situation where it just the oceans will begin to boil and the planet becomes so hot that the ocean ends up in the atmosphere and that happened to Venus. Thats why Venus no longer has carbon in its surface. Its atmosphere is made up of basically of carbon dioxide because it had a runaway greenhouse effect.",['0_0_0']
"But even as global warming skeptics point out that there has been no warming since the late 1990s, news reports have been popping up about record heat in some parts of the world.",['0_0_0']
CO2 is not a pollutant. Al Gore and the US Environmental Protection Agency (EPA) among others created the myth in order to vilify a gas essential to life on the planet.,"['3_3_0,', '6_1_3']"
"Add that to the fact that CO2 levels were relatively consistent in the Pliocene, and we're increasing them much more rapidly today, and it really highlights the importance of understanding how sea level responds to rising temperatures. Estimates of Pliocene sea level might provide a powerful tool for testing the ability of our ice sheet models to predict future changes in sea level.'",['0_0_0']
"This is a key here. When this discovery was made, the Congressional  Research Service--nobody has denied this. That was less than a year ago  when they said America has the largest recoverable resources of oil,  gas, and coal in the world. That means we could be totally self- sufficient. All we have to do is develop our own resources.","['7_1_0,', '7_3_0']"
All developed nations are dependent upon oil mostly because its the best transportation fuel by far.,['7_3_0']
"If more of this new natural gas were devoted to generating electricity ""instead of just backing up 40,000 U.S. wind turbines"" millions of birds and bats would not be slaughtered every year, and vital species would not be driven to the brink of extinction in wildlife habitats that have been blanketed by turbines.",['4_1_3_2']
One of the energy firms hoping to exploit the UKs resources of shale gas says it may be sitting on significantly more gas than previously thought.,['7_1_0']
If manmade global climate change is something worth fretting over -- and it's not at all clear that it is -- the aerosol study opens up the possibility for an entirely new hypothesis for global warming with aerosols as the culprit.,"['2_2_0,', '5_1_0']"
"My colleague from the great State of Missouri said it well in so many 
different ways: Now we are pleading with dictators to import more 
energy. That is one element of what, certainly, has been the Biden 
administration's most colossal, strategic mistake of its entire first 
year in office. Trust me. There have been a lot of mistakes on the 
Biden administration's watch. There has been nothing that has 
undermined American interests in terms of working families, in terms of 
skyrocketing inflation, in terms of national security, in terms of 
energy security, and--yes, I am going to talk about it--in terms of 
environmental policy for America and the world. Nothing has been more 
harmful to America's interests and the interests of American working 
families than the reckless policies of the Biden administration's 
approach to American energy.","['4_1_1_1', '4_1_1_2', '4_1_3_1', '4_1_2']"
"We take climate change seriously, but we are unhappy with how the issues are being presented, particularly regarding what we need to do next.",['4_4_1']
"As a preamble, I definitely agree that global warming has occurred (around a degree F [or half degree C] in the last several decades at the earth's surface).",['3_4_0']
"Carbon dioxide accounted for 80% of the 34% increase in radiative forcing by long-lived greenhouse gases from 1990 to 2013, according to the U.S. National Oceanic and Atmospheric Administration (NOAA) Annual Greenhouse Gas Index.",['0_0_0']
evidence that pre-industrial climate has frequently varied on,['0_0_0']
"Coal and oil powered factories, mills, pumps, ships, trains, and smelters; and cars, trucks and tractors replaced the work-horses. The result was a green revolution forests began to regrow and vast areas of crop-land used for horse feed were released to produce food for humans. Poverty declined and population soared.",['7_2_1']
"For the refining and petrochemical industries, the question that Congress must now ask itself: Do we want gasoline, diesel fuel, and plastics and other products to continue being manufactured in the United States, or do we want this manufacturing outsourced so that we increase reliance on foreign sources of supply.",['7_2_2']
McKay and Kaufman illustrated the decadal-scale similarity between the Kaufman et al 2009 reconstruction and the PAGES2K Arctic (revised) reconstruction in theirFigure 2d (shown below). A similar point could have been made about the PAGES2k-2013 version as well. The decadal-scale similarity is real enough.,['0_0_0']
Environmental advocates turn blind eye to global warming benefits--again.,['3_0_0']
"Such events are, however, terribly inconvenient for the global warming narrative. In 2000 climate scientist David Viner of Britain's Climatic Research Unit (CRU) famously proclaimed that snow was increasingly a thing of the past, saying ""children just aren't going to know what snow is."" Fourteen years later Boston's schoolchildren have run out of snow days.","['1_3_0,', '6_1_5']"
What we are experiencing is outside of anything humans have seen on our planet and the only explanation that makes any real sense is that it is due to human actions.,['0_0_0']
"Meanwhile, what is the magnitude of the trend for the first three decades of this century? That cannot be known with precision for many years. All I can say is: The current data strongly indicate the current underlying trend less than 2C/century, and likely less than 1.6 C/century!",['3_4_0']
"Climate change: A new religion complete with evangelists, tithes, indulgences and superstitions.",['6_1_1']
"Our energy policy has been neglected for far too long. We see the 
effects of this neglect in the sporadic high gas prices at the pump 
during the summer,


in the fact that we import 57 percent of the petroleum we use, and in 
the complexities we must endure in our foreign policy because of that 
energy dependency. To alleviate these problems, the U.S. must produce 
more domestic oil and natural gas while diversifying our energy sources 
with renewable energy sources, as well. Accomplishing this goal means 
we engage in a thorough debate on the matter.
","['4_1_1', '7_2_2', '7_3_0']"
"While the yearly loss of the mountain glaciers was most apparent from the retreat of their margins, Mr Thompson said an equally troubling effect was the thinning of the ice fields from the surface.",['0_0_0']
"These changes are indicative that sunshine durations, rather than increased greenhouse gases, were the ""control knob"" which  decreased  maximum temperatures and decreased daily temperature ranges throughout China, and opposite of the predictions of AGW theory and climate models.",['2_1_1']
"Fossil fuels remain absolutely essential to our nation’s economy and security. Oil, coal, and natural gas provide the large majority of the nation’s energy, supplying 81 percent of U.S. energy demand in 2020.","['7_2_1,', '7_3_0']"
"New findings indicate the rate of sea level rise over the past two decades in on the order of 1.7-0.8 mm/year, which is far less than that projected by climate alarmists.",['1_6_0']
"Well, No. 1, I hope the President stays focused on cleaning up the 
oil spill--cleaning up the oil spill and taking care of those who have 
been harmed. We need a plan to fix the problem. We need accountability 
in the regulation of energy production. We need to ask the question, 
Where is the President's plan? Where are the people and the equipment 
necessary to implement the President's plan to clean up an oil spill? 
This is not the first time we have had such a spill. After the Exxon 
Valdez tanker spill--that was different, but it was still a big spill 
of oil--the country was convulsed by that, and Congress acted and 
passed the Oil Pollution Act of 1990. It said the President shall 
ensure that he has a plan to clean up a worst-case oil spill and have 
the people and equipment to do it.
",['0_0_0']
"Support for climate action is waning among the U.S. public, with many concerned about job losses and rising energy costs.","['4_1_1_2,', '4_3_3']"
"Static jet streams induced near-record high temperatures in parts of the  United States and Russia, but extreme cold pummeled Seattle, England  and much of the Southern Hemisphere. Perhaps Al Gore, Michael Mann and Rajendra Pachauri can turn this hodgepodge into ""catastrophic climate  change","['1_3_0,', '6_1_5,', '6_1_3']"
"Be that as it may, the IPCCs implicit central estimate of the warming by 2100 driven by the CO2 we add to the atmosphere this century is 70% of 2.2 C, or just 1.5 C.",['3_4_0']
"The U.S. is already a global leader in climate action, with significant investments in renewable energy and emission reductions, so further drastic measures aren’t necessary.",['4_4_2']
"[E]arlier this year [2006], yet another team of scientists reported that the previous twelve months saw 32 glacial earthquakes on Greenland between 4.6 and 5.1 on the Richter scale - a disturbing sign that a massive destabilization may now be underway deep within the second largest accumulation of ice on the planet, enough ice to raise sea level 20 feet worldwide if it broke up and slipped into the sea. Each passing day brings yet more evidence that we are now facing a planetary emergency - a climate crisis that demands immediate action to sharply reduce carbon dioxide emissions worldwide in order to turn down the earths thermostat and avert catastrophe.",['0_0_0']
It comes after officials for the panel were forced earlier this month to retract inaccurate claims in the IPCC's report about the melting of Himalayan glaciers.,['5_0_0']
"Climateprediction.net project coordinator, Dr. David Frame, said: the possibility of such high responses has profound implications. If the real world response were anywhere near the upper end of our range, even today's levels of greenhouse gases could already be dangerously high.",['0_0_0']
"However, forcing people into renewable sources of energy only will 
not help families immediately heat their homes this winter or next.",['4_2_7_2']
"China is chomping at the bit right now because China has a great need 
for the very ingredients in the pipeline that we do here in this 
country. They already have talked about transportation to the western 
part of Canada to get it to China. So it is going to happen. In fact, 
you could argue, if you are concerned about some of the environmental 
problems, if they do exist, they would be greater if China did it than 
if we did it. For example, China does not have any emission controls on 
all of the stuff that we are talking about the way we do in this 
country.","['4_2_4', '7_2_3']"
"College campuses across the country have been abuzz with protests calling for the divestment of university endowments and public pension funds from fossil fuels. As a result of the pressure, Stanford University has begun to divest its $18.7 billion endowment from coal stocks. Union Theological Seminary in New York has begun a divestment process as well. Cities have born the brunt of protests as well, and a growing number of them are making decisions to stop investing city funds in dirty energy.",['0_0_0']
"Instead of fighting to reduce emissions everywhere, we should invest in carbon dioxide removal technologies that can capture and store CO₂ directly from the air.",['4_2_13']
"The Filchner-Ronne Ice Shelf fringing the Weddell Sea on the eastern side of Antarctica has so far not seen ice loss from global warming and much of the observation of melting has focused on the western side of the continent around the Amundsen Sea. But new research from the Alfred Wegener Institute for Polar and Marine Research in Germany says the 450,000-sq-km ice shelf is under threat.",['0_0_0']
"So, I think there are realistic issues to address as if our economy does decline, that will impact on our ability to fund defense and defend ourselves. And if our economy does decline and that impacts on the global economy in general, well that is much more likely to create situations of humanitarian concern and spiraling violence. And so I think that has to be weighed against what benefits in the short term you would actually gain from this legislation.","['4_1_2,', '4_1_1']"
"There is the further matter that U.S. emissions of GHG are about 17 percent of global GHG emissions, a proportion that is declining steadily. And so it is unsurprising that nowhere in the president's speech did he offer an estimate or even an assertion about the climate benefits to be expected from his policy proposals.","['4_2_3,', '4_2_2']"
"Watching multiple predictions fail and proponents get rich, Americans instinctively know that the whole global warming agenda doesn't add up",['6_2_0']
"There is no rise in the Sea Surface Temperature of the East Pacific Ocean, about 33% of the global ocean surface area, since 1982.",['1_5_0']
"A draft UN report three years in the making concludes that man-made climate change has boosted the frequency or intensity of heat waves, wildfires, floods and cyclones and that such disasters are likely to increase in the future. The document being discussed by the world's Nobel-winning panel of climate scientists says the severity of the impacts vary, and some regions are more vulnerable than others. ' AFP, 1 November 2011",['0_0_0']
"Those interests, most prominently represented by the Koch brothers, 
do not want us to take on this issue of global warming and carbon 
pollution because to take it on means to transform our energy economy 
from extracting and burning fossil fuels, which they own vast amounts 
of, to clean and renewable energy, which does not create carbon 
dioxide--solar energy and wind energy. This group of companies--the 
Koch brothers and friends--is doing everything it can to make sure that 
this body sustains the subsidies we give to it and not help the success 
of the clean and renewable energy that might replace the fossil fuels.",['0_0_0']
Climate change appears to be just mainly a multi-decadal natural fluctuation.,['2_1_0']
"Australians emit 1.5% of the CO2 emitted by humans. So Australians, over the years, emitted at most about 1.5% of the 110 ppm increase in CO2 since pre-industrial times (that increase is is probably due to ocean warming, due to whatever has been heating the world since 1680), or 0.0000017% of the air (1.7 ppm).","['2_1_0,', '4_2_3']"
"Some scientists have reported that we are perhaps headed towards a mini ice age. Back in 2011 US solar physicists announced that the Sun appears to be headed into a lengthy spell of low activity, which could mean that the Earth, far from facing a global warming problem, is actually headed into a mini ice age.",['1_2_0']
"Humans have already caused so much damage to the atmosphere that the effects of global warming will last for more than 1,000 years, according to a summary of a climate-change report being prepared by the world's leading scientists.",['0_0_0']
The African penguin was recently reclassified as an endangered species because of its declining population across South Africa.,['0_0_0']
"The bill requires that the Intelligence Community determine the 
impacts of global warming. How could we have overlooked this? I thought 
the enemy was al Qaeda, who claimed responsibility for September 11, 
2001. I thought it was Iran, who calls us ``the Great Satan'' and is 
actively pursuing nuclear weapons. I thought it was the Islamic 
terrorists that are attacking our young men and women every day. Now we 
find out it is global warming.","['3_5_0', '4_2_14']"
"For the oceans to become sufficiently ""acidified"" to have any impact on coral larvae, it would require an atmospheric CO2 level that exceeds 2100 ppm. The likelihood that level of CO2 will be attained due human emissions is extremely low, and very far into the future if it were to happen. The possible impact would be a reduction in size of larvae but would also include a positive increase in survivorship.",['3_2_3']
"It is very likely that several of the unprecedented extremes of the past decade would not have occurred without anthropogenic global warming, said the study.",['0_0_0']
"The Keeling curve, which is widely used to show the increase in CO2 emissions, is based on data from the top of Mount Mauna Loa in Hawaii. Mauna Loa is a volcano and it doesn’t seem to me that a volcano is the best place to be taking CO2 measurements.",['5_3_0']
"A proper analysis of ice core records from the past 650,000 years demonstrates that temperature increases have come before, and not resulted from, increases in CO2 by hundreds of years.",['2_3_3']
Carbon capture technologies offer a flexible solution that doesn’t disrupt industries; we should prioritize these methods over restrictive emissions cuts,"['4_2_13,', '4_1_1']"
The Climate Crisis Hoax,['6_2_0']
CO2 was not the primary control knob of Earths temperatures.,['2_3_0']
The Danish Meteorological Institute reports  that Greenlands ice sheet has seen more growth so far this year than in the last four years. Greenlands ice sheet growth in 2015 is also higher than the mean growth for 1990 to 2011,['1_1_2']
"The hockey stick is a reconstruction of climate from the year 1000 onwards. The graph shows that until about 1850, the global average temperature had been dropping slightly, then rising sharply afterwards. Many scientists think that it is not likely a coincidence that the temperature has been rising since the start of the Industrial Revolution, hence the increase has to be man-made.",['0_0_0']
"In comparison to water in all of its forms, the effect of the carbon dioxide increase over the last century on the temperature of the earth is about as insignificant.",['2_3_4']
"He argued: Firstly, global warming has not paused 2014 was the warmest year on record, sea-ice is continuing to melt and sea-level rise.",['0_0_0']
"The World Bank established a Carbon Finance Unit and several Carbon Investment Funds to distribute climate change mitigation aid. There are major problems with this approach to  development. For starters, it is unlikely that Western bureaucrats can create a  green energy infrastructure in developing countries. The history of development  assistance is littered with abandoned projects backed by the best of  intentions. Already there is evidence that climate aid is more of the same.",['4_2_0']
"Nevertheless, it is fairly easy to show that natural cycles are indeed involved in not only regional changes, but ""global warming"" as well.",['2_1_0']
"A much more straightforward and logical explanation is one that fits  Plate Climatology Theory . The NASA observed western Pacific Ocean warming is due to increased heat flow from deep ocean volcanoes, hydrothermal vents, and heat emitting fault zones, not man-made atmospheric global warming.",['2_1_2']
"Ethanol subsidies damage the environment by wiping out forests, polluting water supplies, and eroding the soil. By converting food into fuel, they cause famines and food riots in the world's poorest countries.","['4_1_3_2,', '4_1_1_2']"
"Ocean heat touches on the very core of the AGW hypothesis:  When all is said and done, if the climate system is not accumulating heat, the hypothesis is invalid. Now that heat accumulation has stopped (and perhaps even reversed), the tables have turned.  The same criteria used to support their hypothesis, is now being used to falsify it.",['1_5_0']
Permafrost and ice changes are complex processes -- climate change isn’t the main factor impacting these processes.,['1_1_0']
"Curiously, the post-World War II period of increasing fossil fuel use and associated increase in atmospheric carbon dioxide is concurrent with the most sustained lull in landfalling hurricane activity throughout the record.",['1_7_0']
"What can we conclude from all this? First, periods of slowing down and pauses in surface warming are not unusual in the instrumental temperature record. Second, climate model simulations suggest that we can expect such a period of a decade or more to occur at least twice per century, due to internal variability alone. Third, recent research suggests that ocean heat re-arrangements, with a contribution from changes in top of the atmosphere radiation, could be important for explaining the recent pause in global surface warming.",['0_0_0']
"Large corporations, Google being the prime example, have devised ways to turn the government subsidies for wind and solar electricity into a profitable business. Its not just about making money. These crony capitalists, raiding the U.S. treasury, and making 14% on invested capital, can pretend to be champions of the environment and to be fighting global warming. They are really fighting for tax credits.","['4_1_1,', '6_1_0,', '4_2_6']"
"Now the United States is the global climate leader, despite having neither a carbon price nor emissions trading, thanks to 35 years of public-private investment leading to the shale gas revolution.","['4_4_2,', '7_2_4']"
"So-called fugitive emissions, particularly of methane, which is a much more powerful greenhouse gas than carbon dioxide, can tip the balance and make coal seam gas as dirty a fuel source as black coal burnt in ageing power plants, the report says.",['0_0_0']
"But for some parts of the United States, some researchers add, the dryness encouraged by this natural climate cycle appears to be reinforcing a longer-term drying that is consistent with climate models gauging the effects of global warming. For the West in particular, conditions may be setting up for what researchers call a megadrought by the end of the century.",['0_0_0']
"We’ve already implemented strong policies, invested in renewable energy, and set emissions goals, so there’s no need to go overboard with additional climate measures.","['4_4_1,', '4_4_2']"
We aren't causing climate change.,['2_1_0']
"Atlantic hurricanes have developed more frequently during the last decade than at any point in at least 1,000 years, a new analysis of historical storm activity suggests.",['0_0_0']
"The Climategate Emails showed, for example, that some members of the band were uncomfortable with aspects of their work, some even questioning the need to erase the existence of the Medieval Warm Period 1,000 years earlier.",['6_2_0']
"A large (~1023J) multi-decadal globally averaged warming signal in the upper 300m of the worlds oceans was reported roughly a decade ago and is attributed to warming associated with anthropogenic greenhouse gases. The majority of the Earths total energy uptake during recent decades has occurred in the upper ocean, but the underlying uncertainties in ocean warming are unclear, limiting our ability to assess closure of sea-level budgets, the global radiation imbalance and climate models. For example, several teams have recently produced different multi-year estimates of the annually averaged global integral of upper-ocean heat content anomalies (hereafter OHCAcurves) or, equivalently, the thermostericsea-level rise. Patterns of interannualvariability, in particular, differ among methods. Here we examine several sources of uncertainty that contribute to differences among OHCAcurves from 1993 to 2008, focusing on the difficulties of correcting biases in expendable bathythermograph(XBT) data. XBTdata constitute the majority of the in situ measurements of upper-ocean heat content from 1967 to 2002, and we find that the uncertainty due to choice of XBTbias correction dominates among-method variability in OHCAcurves during our 19932008 study period. Accounting for multiple sources of uncertainty, a composite of several OHCAcurves using different XBT bias corrections still yields a statistically significant linear warming trend for 19932008 of 0.64Wm-2 (calculated for the Earths entire surface area), with a 90-per-cent confidence interval of 0.530.75Wm-2.",['0_0_0']
"Meanwhile, China, India, Germany, Poland and other countries are building some 1,200 new coal-fired power plants, and numerous gas plants, to spur economic growth, preserve jobs and lift people out of poverty. So the sacrifices Mr. Obama is imposing will do nothing to reduce global CO2 levels.","['4_2_4,', '7_2_1']"
"This doesn't sound like the path down which America should 
go to build a 21st-century economy. And yet, forces in 
Congress are preparing to renew the expired wind subsidy and 
continue to take us down the path that's currently causing 
problems in Germany. The problem here is not being ``for or 
against renewable'' energy or just wasting taxpayers' tax 
dollars. The problem is that these huge subsidies are 
propping up renewable energy at the expense of reliable 
energy. In the case of wind, this increases the occurrence of 
negative pricing.'","['4_1_1_3', '4_2_7_2']"
"The creation of a ""CO2 Greenhouse Effect Doom"" dogma will easily give more power and money to politicians and government officials, letting them introduce legislation and taxation on energy consumption and people\'s way of living by implementing policies infringing on technology, industry, and freedom.","['4_1_5,', '6_1_3']"
"Indeed the IPCC and CSIRO try to alarm the world with stories of drowning of low islands, like Tuvalu. But detailed mapping has shown that Tuvalu, and many other coral islands, have actually grown over the past 20 years.","['1_6_0,', '6_1_3']"
