text,true_claims
"When the authors include changes in man-made aerosol emissions in the latest Met Office Hadley Centre model, which includes a comprehensive treatment of aerosol-cloud interactions, they can reproduce much of the decade-to-decade variability in Atlantic hurricane activity. This supports evidence of a link between the two.",['2_2_0']
"Such focus on measuring the results of mitigation programs can be expected to rouse loud scorn and ""debunking"" from the likes of Al Gore and a league of crony capitalists intent on making millions selling ""carbon offsets"".","['6_2_0,', '4_2_6']"
"Water vapor, thanks to the sheer quantity of it in the atmosphere, is the most important of the greenhouse gases, accounting for 65-85% of the natural greenhouse effect without which the Earth would be an ice planet.",['2_3_4']
"By 2100, the amount of carbon released by permafrost loss could be 1.7-5.2 times larger than those reported, depending on how swiftly Earths surface warms, they said.",['0_0_0']
"But acting quickly to mitigate climate change could reduce losses by 60 per cent and buy an additional 40 years for species to adapt. This is because this mitigation would slow and then stop global temperatures from rising by more than two degrees Celsius relative to pre-industrial times (1765). Without this mitigation, global temperatures could rise by 4 degrees Celsius by 2100.",['0_0_0']
"It all clicked in my mind when I imagined for moment what would happen if, say, moles adopted a ‘green’, no impact philosophy and took as their ultimate goal a pristine, untouched meadow--no tunnels ‘raping’ the soil, no earthworms disturbed--in fact, no moles around. Human beings have as much right to shaping their environment as moles do to burrowing their tunnels.",['4_1_5']
"The international icon of global warming, the polar bear is going extinct as the Arctic sea ice melts beneath its feet due to the greenhouse gas emissions of 6.8 billion people, especially those in high-consumption nations like the United States. The bear was put on the endangered species list in 2008.",['0_0_0']
"Even today, calling anthropogenic  global warming ""fact,"" meaning conclusively demonstrated, would still be an exaggeration.",['5_1_0']
"If warmer temperatures decrease zooplankton in the ocean, as predicted by our study, this will ultimately lead to less food for fish and less seafood for humans,' says co-author Benjamin Gilbert of U of Ts ecology and evolutionary biology department .",['0_0_0']
"AUSTRALIA'S renewable energy target (RET) has driven $18.5 billion of investment in clean power and eroded wholesale energy prices since it was introduced a decade ago, a new report suggests.",['0_0_0']
"The Greenland ice sheet continues to lose mass and thus contributes at about 0.7 millimeters per year to the currently observed sea level change of about 3 mm per year. This trend increases each year by a further 0.07 millimeters per year. The pattern and temporal nature of loss is complex. The mass loss is largest in southwest and northwest Greenland; the respective contributions of melting, iceberg calving and fluctuations in snow accumulation differing considerably. This result has been published by an international research group led by the GFZ German Research Centre for Geosciences in the latest issue of Earth and Planetary Science Letters, 1 June 2012. The result was made possible by a new comparison of three different types of satellite observations: measurements of the change in gravity by changes in ice mass with the satellite pair GRACE, height variation with the laser altimeter on the NASA satellite ICESat and determination of the difference between the accumulation of regional atmospheric models and the glacier discharge, as measured by satellite radar data.",['0_0_0']
"Such a change is well within the range of the climate's natural variations whose mechanisms are not all understood. It is safe to conclude ""the natural variability of climate adds confusion to the effort to diagnose human-induced climate change. Apparent long-term trends can be artificially amplified or damped by the contaminating effects of undiagnosed natural variations.""","['2_1_4,', '5_4_0']"
"For that premium, Germans bought an electricity market that relies on renewable energy for more than 20% of capacity today, compared to 6.3% in 2000. They have installed more solar panels than any other country in the world. Between 2010 and 2011, the number of photovoltaic installations in Germany increased 76%, according to the German Association of Energy and Water Industries.",['0_0_0']
Read Doubling Of CO2 Levels In End-Triassic Extinction Killed Off Three Quarters Of Land And Sea Species .,['0_0_0']
"Barrett: Blankets keep people warm, greenhouse gases keep the Earth warm, but their mechanisms are different.",['0_0_0']
"Over the last century, we have already observed the disappearance of the Dion Islets penguin colony, close to the West Antarctic Peninsula, says Stephanie Jenouvrier, WHOI biologist and lead author of the study. In 1948 and the 1970s, scientists recorded more than 150 breeding pairs there.",['0_0_0']
"Several areas of earth science require knowledge of the fluctuations in sea level and ice volume through glacial cycles. These include understanding past ice sheets and providing boundary conditions for paleoclimate models, calibrating marine-sediment isotopic records, and providing thebackground signal for evaluating anthropogenic contributions to sea level. From 1,000 observations of sea level, allowing for isostatic and tectonic contributions, we have quantified therise and fall in global ocean and ice volumes for the past 35,000 years. Of particular note is that during the 6,000 y up to the start of the recent rise 100150 y ago , there is no evidence forglobal oscillations in sea level on time scales exceeding 200 y duration or 1520 cm amplitude.",['0_0_0']
Radiative forcing (RF) is a concept used for quantitative comparisons of the strengths of different human and natural agents in causing climate change The combined anthropogenic RF is estimated to be +1.6 Wm -2 . This RF estimate is likely to be at least five times greater than that due to solar irradiance changes .,['0_0_0']
"Any time we burn a carbon-containing fuel such as coal or natural gas or oil, it releases carbon dioxide into the air. Carbon dioxide can be measured coming out of the tailpipe of our cars or the smokestacks of our factories. Other heat-trapping gases, such as methane and nitrous oxide, are also produced by agriculture and waste disposal. The effect of these gases on heat energy in the atmosphere is well understood, including factors such as the amplification of the warming by increases in humidity.'",['0_0_0']
"The researchers further report that the amount of rainfall in the region did not change much over the past few decades and, therefore, cannot account for changes in glacier retreat. Instead, climate change is to blame for the melting: regional temperatures increased an average of 0.15C per decade over the 1950-1994 period.",['0_0_0']
"As we know, the usual suspects have been trying to pretend that the Houston floods are unprecedented and caused by climate change.","['1_7_0,', '6_1_0']"
"Assuming renewable energy can be produced cheaper than conventional energies, then all electricity customers can benefit by having lower power bills.",['0_0_0']
"By far the largest number of local glaciers in north-east Greenland had receded very greatly during recent decades, and it would not be exaggerating to say that these glaciers were nearing a catastrophe.",['0_0_0']
"""[S]enior commanders have come to see overdependence on fossil fuel as a big liability,"" wrote reporter Elisabeth Rosenthal, ""and renewable technologieswhich have become more reliable and less expensive over the past few yearsas providing a potential answer. . . . The Marines are exploring . . . a small-scale, truck-based biofuel plant that could transform local crops, like illegal poppies, into fuel.""",['0_0_0']
"Climate scientists are selectively withholding key geological data, observations, and relationships allows global warming advocates to spin a pseudo-scientific explanation for polar ice melting, to efficiently provoke people to incite impassioned responses, to garner headlines, and to sway national and worldwide environmental policies.",['6_2_0']
"Earlier in the day, Rep. Peter DeFazio (D-Ore.) said on the floor that a new study from Harvard University and Oregon State University shows that the Earth is hotter now than it has been for much of the last 11,300 years. He also said the use of engines and turbines over the last 100 years has caused a fast rate of warming than in the last 100 centuries combined.",['0_0_0']
"By constantlyblasting air conditioning to provide immediate relief from soaringtemperatures,humankind is ultimately making for hotter long-term temperaturesby contributing to global warming.",['0_0_0']
"Co-author Lisa Levin, a professor at Scripps Institution of Oceanography at the University of California, San Diego, notes: Because many deep-sea ecosystems are so stable, even small changes in temperature, oxygen, and pH may lower the resilience of deep-sea communities. This is a growing concern as humans extract more resources and create more disturbances in the deep ocean.",['0_0_0']
"That is, there is still a fair chance that we can hold the 2C line, if strong mitigation of greenhouse gases is combined with the following three actions: (i) a slow, rather than instant, elimination of aerosol cooling, (ii) a directed effort to first remove warming aerosols like black carbon, and (iii) a concerted and sustained programme, over this century, to draw-down excessive CO2 (geo- and bio-engineering) and simultaneously reduce non-CO2 forcings, such that the final equilibrium temperature rise will be lower than would otherwise be expected on the basis of current concentrations.",['0_0_0']
Sea level is rising no faster than for 150 years. From 2004-2012 the Envisat satellite reported a rise of a tenth of an inch.,['1_6_0']
"Now, you say, this is the LA Times, so surely they would blame all this on global warming? And, of course, you would be right.",['6_1_2']
"As the fight over the PTC points out, wind energy cannot survive without the tax credits.",['4_2_7']
"No, climate change is real. It has been observed for decades. The planet has warmed and we have contributed.",['0_0_0']
"BPL: No. Its up 40% since the industrial revolution began. Its the absolute amount that matters, not the concentration. The nitrogen, oxygen and argon that make up more than 99% of Earths atmosphere is not radiatively active.",['0_0_0']
"Pauses as long as 15 years are rare in the simulations, and we expect that [real-world] warming will resume in the next few years, the Hadley Centre group writes. Researchers agree that no sort of natural variability can hold off greenhouse warming much longer.",['0_0_0']
"How quickly can Earth's lizards adapt to the rising global temperatures? That's the important question,' Sinervo said. 'We are actually seeing lowland species moving upward in elevation, slowly driving upland species extinct, and if the upland species can't evolve fast enough then they're going to continue to go extinct.'",['0_0_0']
"Figure 2(b) shows the 60-month (5-year) and 132-month (11-year) running-mean surface air temperature in the GISS analysis. Contrary to frequent assertions that global warming slowed in the past decade, as discussed in our paper in press, global warming has proceeded in the current decade just as fast as in the prior two decades. The warmth of 2010 is especially noteworthy, given the strong La Nina that developed in the second half of 2010. The La Nina, caused by unusually strong easterly equatorial winds, produces the cool anomalies in the tropical Pacific Ocean as cold upwelling deep water along the Peruvian coast is blown westward along the equator.",['0_0_0']
An increase in human-made carbon dioxide in the atmosphere could initiate a chain reaction between plants and microorganisms that would unsettle one of the largest carbon reservoirs on the planet ' soil.,['0_0_0']
"The only good national energy strategy is one premised on private property rights, voluntary exchange, and the rule of law. Not a central, government plan, but a decentralized we-the-people plan.","['4_1_5,', '4_2_8']"
"Advances in radar and other scanning technologies have allowed researchers to build a detailed picture of the topography underlying these glaciers, and to better understand the dynamics of how the ice behaves. Where the forward, bottom edge of the ice meets the land is called the grounding line. Friction between the ice and the land holds back the glacier, slowing its progress to the ocean. Beyond that line, however, the ice floats on the sea surface, where it is exposed to warmer ocean water that melts and thins these shelves of ice. As the ice shelves thin and lose mass, they have less ability to hold back the glacier.",['0_0_0']
"The U.S. already leads in global aid, technological innovation, and disaster relief efforts—adding the burden of climate action isn’t necessary when we’re already doing so much.",['4_4_3']
"It is clear from extensive scientific evidence that the dominant cause of the rapid change in climate of the past half century is human-induced increases in the amount of atmospheric greenhouse gases, including carbon dioxide (CO2), chlorofluorocarbons, methane, and nitrous oxide. The most important of these over the long term is CO2 , whose concentration in the atmosphere is rising principally as a result of fossil-fuel combustion and deforestation.",['0_0_0']
"I might add, on green energy, the green energy industry has received  increases of 153 percent of subsidies. Subsidies have increased 153  percent for green energy. So I don't think that they should be  receiving some special benefit from this Rush amendment; and that's why  I would oppose it, and I would ask all Members to oppose it.",['4_1_1']
"As humans emit greenhouse gases like CO2, the air warms and holds more water vapor, which then traps more heat and accelerates warming .",['0_0_0']
Climate change will affect carbon cycle processes in a way that will exacerbate the increase of CO2 in the atmosphere (high confidence) . Further uptake of carbon by the ocean will increase ocean acidification.,['0_0_0']
"And those scientists have provided ample evidence that human activity is indeed linked to climate change. Just last month, the Intergovernmental Panel on Climate Change a body made up of the worlds top climate scientists said it was 95% certain that we fossil-fuel-burning humans are driving global warming. The debate right now isnt whether this evidence exists (clearly, it does) but what this evidence means for us.",['0_0_0']
"Atmospheric concentrations of CO2 rose by a record amount over the past year. It is the third successive year in which they have increased sharply. Scientists are at a loss to explain why the rapid rise has taken place, but fear the trend could be the first sign of runaway global warming.",['0_0_0']
"A major bleaching event is currently under way in large parts of the North Pacific, including the Marshall Islands and Hawaii , which experts have warned could be on a historic scale akin to the record bleaching of 1998 that saw mass coral die-off around the world.",['0_0_0']
"Recently a High Court judge in the UK listed nine of the 35 major scientific errors in Gore's movie, saying they must be corrected before innocent schoolchildren can be exposed to the movie. Gore's exaggeration of sea-level rise was one.","['1_6_0,', '6_1_3']"
"By the end of the century, should the current emissions of greenhouse gases remain unchecked, temperatures over the northern hemisphere will tip 5-6 degrees C warmer than today's averages. In this case, the hottest summer of the last 20 years becomes the new annual norm.",['0_0_0']
While NOAA and NASA declare that '?_ 2014 temperatures continue the planet's long-term warming trend'_',['0_0_0']
"Dinocyst-based reconstructions of sea ice cover concentration during the Holocene in the Arctic Ocean, the northern North Atlantic Ocean and its adjacent seas Anne de Vernal et al Sea ice cover extent expressed in terms of mean annual concentration was reconstructed from the application of the modern analogue technique to dinocyst assemblages. The use of an updated database,which includes 1492 sites and 66 taxa, yields sea ice concentration estimates with an accuracy of 1.1/10. Holocene reconstructions of sea ice cover were made from dinocyst counts in 35 cores of the northernNorth Atlantic and Arctic seas. In the Canadian Arctic, the results show high sea ice concentration (>7/10)with little variations throughout the interval. In contrast, in Arctic areas such as the Chukchi Sea and theBarents Sea, the reconstructions show large amplitude variations of sea ice cover suggesting millennialtype oscillations with a pacing almost opposite in western vs. eastern Arctic. Other records show tenuouschanges with some regionalism either in trends or sea ice cover variability. During the mid-Holocene,and notably at 6 0.5 ka, minimum sea ice concentration is recorded in the eastern Fram Strait,northern Bafn Bay and Labrador Sea. However, this minimum cannot be extrapolated at the scale of theArctic and circum-Arctic. The comparison of recent observations and reconstructions suggests largervariations in the Arctic sea ice cover during the last decades than throughout the Holocene.",['0_0_0']
"Vincent said in 10 years of working in the region, he has never seen such a dramatic loss of sea ice.",['0_0_0']
"Carbon dioxide, a trace gas absolutely essential for human and other life, is currently four one-hundredths of 1 percent of the atmosphere.","['2_3_1,', '3_3_0']"
"In the absence of .greenhouse gases, the average surface temperature of the Earth would be over 30C cooler than it is today.",['0_0_0']
"With technologies like clean coal, the U.S. can continue using its fossil fuel resources responsibly without causing significant harm to the environment.","['7_2_3,', '7_2_4']"
"The process is gradually dropping the pH from basic (~8.1) in the direction of 7.0, which would be neutral. But “ocean neutralization” really doesn’t convey that there is a problem.",['1_9_0']
There’s no clear evidence linking climate change to melting glaciers or thawing permafrost.,['1_1_0']
"Global average sea level rose at an average rate of 1.8 [1.3 to 2.3] mm per year over 1961 to 2003. The rate was faster over 1993 to 2003: about 3.1 [2.4 to 3.8] mm per year. Whether the faster rate for 1993 to 2003 reflects decadal variability or an increase in the longer-term trend is unclear. There is high confidence that the rate of observed sea level rise increased from th3 19th to the 20th century, the total 20th-century rise is estimated to be 0.17 [0.12 to 0.22] m.",['0_0_0']
Global warming became climate change so as to be able to take the blame for cold spells and wet seasons as well as hot days.,['1_8_0']
"However, the Met Office considers that the temperature attained in 2014, and therefore all of the years of the past decade or so, would not have been achieved without human influence.",['0_0_0']
"3. As the ice retreats, there are no more grounding line positions, so calving will accelerate and cause collapse of the ice sheet.",['0_0_0']
"The evidence falls in line with what we would expect if carbon dioxide is the main dial that governs global climate; if we crank it up or down there are dramatic changes,' Huber said. 'We went from a warm world without ice to a cooler world with an ice sheet overnight, in geologic terms, because of fluctuations in carbon dioxide levels.'",['0_0_0']
Rapid Arctic sea-ice decline: Summer-time melting of Arctic sea-ice has accelerated far beyond the expectations of climate,['0_0_0']
There isn't any doubt in the scientific community that the temperature increase associated with an interglacial period precedes an increase in carbon dioxide concentrations.,['2_3_3']
"5. Again in Ecological and Evolutionary Responses to Recent Climate Change cited by the AAAS, Parmesan had argued global warming was causing amphibian extinctions writing, Documented rapid loss of habitable climate space makes it no surprise that the first extinctions of entire species attributed to global warming are mountain-restricted species. Many cloud-forest-dependent amphibians have declined or gone extinct on a mountain in Costa Rica.",['0_0_0']
"The uptake of carbon dioxide into the oceans drives a change in ocean chemistry, changing hydrogen levels and the concentration of carbonate ions that pteropods and other organisms use to build their calcium carbonate shells.",['0_0_0']
"Contrary to Smiths assertions, there is conclusive evidence that climate change worsened the damage caused by Superstorm Sandy . Sea levels in New York City harbors have risen by more than a foot since the beginning of the 20th century. Had the storm surge not been riding on higher seas, there would have been less flooding and less damage. Warmer air also allows storms such as Sandy to hold more moisture and dump more rainfall, exacerbating flooding.",['0_0_0']
"Climate change is such an immense, complex problem that involves almost every aspect of modern life—energy, transportation, industry—that it feels impossible to solve. Given how difficult it is to make the necessary changes on a global scale, maybe it’s not worth pouring resources into an issue we’re unlikely to fix, especially when we could be focusing on other immediate challenges.","['4_3_0,', '4_2_14']"
"The Venus syndrome is the greatest threat to the planet, to humanitys continuing existence, James Hansen declared. If we burn all the coal, there is a good chance we will initiate the runaway greenhouse effect. If we also burn all the tar sands and tar shale, I think it is a dead certainty.",['0_0_0']
"The main message of my testimony is that the questions about what actions on climate change make sense in the short term raised by Congressman Scheuer remain largely unanswered 16 years later. Until we better organize the climate science and technology enterprise to focus on policy options for the short term, the climate debate is likely to remain in its present gridlock.",['4_3_1']
"Humans have shrunk the habitats of many life forms, through unsustainable agriculture, fishing or hunting. And it is going to get even worse. Global warming is said to be threatening thousands of animal and plant species with extinction. That, at least, is what the Intergovernmental Panel on Climate Change (IPCC) has been predicting for years.",['0_0_0']
It points to the natural variability of the climate system. It's quite likely  the warming is simply due to the dimming and brightening of the sun.,['2_1_1']
"Watching multiple predictions fail and proponents get rich, Americans instinctively know that the whole global warming agenda doesn't add up",['6_2_0']
"Atlantic hurricanes have developed more frequently during the last decade than at any point in at least 1,000 years, a new analysis of historical storm activity suggests.",['0_0_0']
The bounce back in the extent of sea ice in the Arctic this summer was reflected also in the volume of ice.,['1_1_3']
"Let me digress briefly and quote definition of the GHT and GHG: Earths atmosphere includes some gasses which have a distinctive trait: They let sunlight pass through to heat Earths surface, but they capture energy that leaves this sun-warmed surface. These are called greenhouse gasses.",['0_0_0']
"Levels of carbon dioxide a greenhouse gas and major contributor to climate change rose by 2.3 parts per million between 2009 and 2010, higher than the average for the past decade of 2.0 parts per million , a new report by the World Meteorological Organisation found.",['0_0_0']
"While greenhouse gases are often the focus, other activities are contributing significantly more to climate change",['2_2_0']
"Even assuming the worse-case scenarios, delaying substantial cuts in CO2 emissions for the next 25 years would produce an additional global temperature rise of no more than a few tenths of a degree C by the year 2100.",['3_4_0']
"4. Decrease in ice abundance.15% to 20% (over 20 years).In earlier times, polar ice often approached the shores of Iceland and interfered with fishing and navigation. For the past 25 years ice has not appeared in significant quantities.",['0_0_0']
"Clearly, if we burn all fossil fuels, we will destroy the planet we know. Carbon dioxide would increase to 500 ppm or more. We would set the planet on a course to the ice-free state, with sea level 75 metres higher. Climatic disasters would occur continually.",['0_0_0']
"What does that have to do with climate change? Sea iceis vanishingfrom the Arctic thanks to climate change, which leaves behind dark open ocean water, which absorbs more of the heat from the sun than reflective ice. That in turn is helping to cause the Arctic to warm faster than the rest of the planet, almosttwice the global average. The jet streamthe belt of fast-flowing, westerly winds that essentially serves as the boundary between cold northern air and warmer southern airis driven by temperature difference between the northerly latitudes and the tropical ones.Some scientiststheorize that as that temperature difference narrows, it may weaken the jet stream, which in turns makes it more likely that cold Arctic air will escape the polar vortex and flow southward. Right now, an unusually largekinkin the jet stream has that Arctic air flowing much further south than it usually would.",['0_0_0']
"The wind turbines would have a significant visual impact on the mountains and other wild land, and adversely affect a broad swathe of Scotlands finest landscapes.",['4_1_3']
"Team leader, Dr Doug Smith said: Occurrences of El Nino, for example, have a significant effect on shorter-term predictions. By including such internal variability, we have shown a substantial improvement in predictions of surface temperature. Dr Smith continues: Observed relative cooling in the Southern Ocean and tropical Pacific over the last couple of years was correctly predicted by the new system, giving us greater confidence in the models performance.",['0_0_0']
"Mann: Weve been measuring the global temperature on the planet with thermometers for about 100 years. In this period the atmosphere warmed up about 1C. If we want to know just how unusual this warming has been, then we have to look much further back in the past. This can be done only by evaluating the natural archives tree rings, corals, ice cores and ediments, which help tell us how the climate in the past developed. This is precisely what we did at the end of the 1990s. The result from this: the most recent warming has been unprecedented. The temperature curve of the Hockey Stick begins about 1000 years ago and falls off during the Middele Ages until the so-called Little Ice Age. But starting in the 20th century, the curve suddenlyshoots upwards. The temperature is now rising faster than ever before. Thats the blade of the hockey stick.",['0_0_0']
"The hope is that the level of CO 2 in the atmosphere can thus be kept below what is widely agreed to be the upper limit for a tolerable level of global warming, 450 parts per million.",['0_0_0']
Severe flooding due to sea-level rise and heavy downpours is likely to occur more frequently.,['0_0_0']
McKay and Kaufman illustrated the decadal-scale similarity between the Kaufman et al 2009 reconstruction and the PAGES2K Arctic (revised) reconstruction in theirFigure 2d (shown below). A similar point could have been made about the PAGES2k-2013 version as well. The decadal-scale similarity is real enough.,['0_0_0']
"Two American researchers allege that U.S. government scientists have skewed global temperature trends by ignoring readings from thousands of local weather stations around the world, particularly those in colder altitudes and more northerly latitudes, such as Canada.",['5_3_0']
"With this we surpass the 400 ppm mark for the first time in 25 million years. [] The Earths climate does not fundamentally react to the rise in CO2 in a linear fashion, explained Bijma. However there seems to be a relationship: The continued increase in greenhouse gas concentration as a whole strengthens the tendency to warming of the atmosphere. The higher the CO2 concentration, the graver are the consequences of climate change.",['0_0_0']
You should also note that Watts abstract CONFIRMS Mullers preliminary finding.station quality does not impact the MEAN temperature recorded.( it does hit diurnal temperature range which is a cool thing folks will have to look at).people miss that the mean temp is not affected.,['0_0_0']
"Cook: Human aerosol emissions, which have a cooling effect, have also increased over this period. And while 3 C is the IPCCs best estimate for equilibrium climate sensitivity, the climate system is not yet in equilibrium. Neglecting these two factors (aerosols and thermal inertia of the global climate), as Monckton and Lindzen have done, will certainly give you an underestimate of equilibrium sensitivity, by a large margin. This is how Monckton supports his lowball climate sensitivity claim by neglecting two important climate factors.",['0_0_0']
"Green jobs sound great on paper, but in reality, they often don’t provide stable, long-term employment and can’t match the wages of traditional energy jobs.",['4_2_1']
"Global carbon dioxide emissions from burning fossil fuels have increased by 49 per cent in the last two decades, according to the latest figures by an international team, including researchers at the Tyndall Centre for Climate Change Research, University of East Anglia (UEA).",['0_0_0']
"In addition to the CO2 and temperature changes, climate change is expected to cause a reduction in rainfall, with this rainfall being distributed across more extreme events. That is why the researchers subjected the vines to two different treatments. One with properly hydrated plants (20-35% of water content in the soil) and the other treatment consisted of plants subjected to water stress, and which were irrigated with 40% less water. As regards the soil, three different textures were studied with clay contents of 9%, 18% and 36%.",['0_0_0']
"For a planet receiving the same amount of solar radiation as the Earth, a runaway greenhouse effect is a realistic possibility.",['0_0_0']
"Instead, people should focus on immediate benefits from investing in green technologies, including improved health, economic growth, consumer savings from efficiency, and reduced dependence on foreign oil. He said on health, there are about 100,000 premature deaths a year that can be linked to oil use.",['0_0_0']
The Stanford scientists say their findings should go a long way toward restoring confidence in the basic science and climate computer models that form the foundation for climate change predictions.,['0_0_0']
"This summary is valuable and sobering as it further reinforces the view that New Orleans, despite all of the damage that occurred with the failure of the levees, has not yet seen its worst case hurricane landfall.",['0_0_0']
"Temperatures in Western Europe were 0.81 C warmer in the decade of 2003 to 2012 compared to 1990-1999, a rise overwhelmingly ascribed to man-made carbon gases.",['0_0_0']
"Of particular concern are the well-documented loading of carbon dioxide to the atmosphere, which has been linked unequivocally to burning of fossil fuels, and the corresponding increase in average global temperature, it said.",['0_0_0']
"Since 1987, environmental pressure groups have blocked every attempt to open ANWR with a collection of bogus arguments, false claims, and irrelevant facts",['6_1_4']
"Global surface air temperatures have risen less rapidly over the past 15 years than the previous few decades. The causes of this hiatus have been much debated. However, just considering surface temperatures does not tell the whole story a new analysis using satellite & ocean observations confirms that the Earth is still gaining energy overall.",['0_0_0']
"Emissions of greenhouse gases have grown dramatically over the past two centuries, as have concentrations of CO2 in the atmosphere",['0_0_0']
Didn't Hansen predict catastrophic sea level rise and increased hurricanes within 20 years in1988? Doesn't anyone look at his record of prediction? Pushing the scare seems to be the thing.,['6_1_5']
Previous research had led to speculation that ocean acidification might not harm fish if they could buffer their tissues in acidified water by changing their bicarbonate levels. Munday and Dixson were the first to show that fishes' sensory systems are impaired under ocean acidification conditions in the laboratory.,['0_0_0']
The thrust of the argument that echoes around the internet and appears over and over again in the popular press is the following sequence: 1. Anthropogenic CO2 causes the planet to heat. 2. This causes more summer ice melt. 3. The longer duration of open water in the summer and fall hampers the bears seal hunting and breeding. 4. Bear population diminishes.,['0_0_0']
"For the oceans to become sufficiently ""acidified"" to have any impact on coral larvae, it would require an atmospheric CO2 level that exceeds 2100 ppm. The likelihood that level of CO2 will be attained due human emissions is extremely low, and very far into the future if it were to happen. The possible impact would be a reduction in size of larvae but would also include a positive increase in survivorship.",['3_2_3']
"All this is little more than blatant scare mongering, and FOE was calling on its members and others who received its email to ""Call on President Obama to ensure that all Americans are protected from climate disasters.""",['6_1_4']
"Ocean heat content is rising, snow and ice cover is decreasing in the Northern Hemisphere, and Arctic sea ice is retreating.",['0_0_0']
"Earth could end up much like Venus, where the high on a typical day is 500 degrees Celsius. It would probably take a lot of warming to initiate such a runaway greenhouse effect, but scientists have no clue where exactly the tipping point lies.",['0_0_0']
"The fact that we still see a positive imbalance despite the prolonged solar minimum isn't a surprise given what we've learned about the climate system, but it's worth noting because this provides unequivocal evidence that the sun is not the dominant driver of global warming,' Hansen said.",['0_0_0']
"For the record I do not think that any sea ice will survive this summer . An event unprecedented in human history is today, this very moment, transpiring in the Arctic Ocean.",['0_0_0']
"Climate change is happening, human activities are a big part of the problem, and the evidence from all corners is pretty darn convincing. Convincing enough for the likes of Dr. Richard Muller to come around on the topic. And hes a longtime global warming skeptic. (see http://online.wsj.com/article/SB10001424052970204422404576594872796327348.html )",['0_0_0']
What we are experiencing is outside of anything humans have seen on our planet and the only explanation that makes any real sense is that it is due to human actions.,['0_0_0']
These diving instruments suggest that the oceans have not warmed up at all over the past four or five years. That could mean global warming has taken a breather.,"['1_5_0,', '1_4_0']"
"Plans also assume that 15GW of nuclear capacity will come on stream, which represents about ten reactors. The government is currently in negotiations with EDF to build two of these, but these have been bogged down for sometime now. There is no guarantee that they will be successful, or whether the price will be affordable. Given the long lead time in building nuclear, it looks increasingly unlikely whether all ten reactors can be built, on satisfactory terms, in time for the Fourth Carbon Budget.",['0_0_0']
"This energy bill will create a set of incentives that will spur the development of new sources of energy, including wind, solar, and geothermal power. It will also spur new energy savings, like efficient windows and other materials that reduce heating costs in the winter and cooling costs in the summer.",['0_0_0']
"For a world dependent on fossil fuels, carbon capture and storage (CCS) could be a key to controlling greenhouse gas emissions.","['7_2_4,4_2_10_2']"
"Since 1970, the cosmic ray flux has not changed markedly while the global temperature has shown a rapid rise,' [Solanki] says. 'And that lack of correlation is proof that the Sun doesn't cause the warming we are seeing now.'",['0_0_0']
The Danish Meteorological Institute reports  that Greenlands ice sheet has seen more growth so far this year than in the last four years. Greenlands ice sheet growth in 2015 is also higher than the mean growth for 1990 to 2011,['1_1_2']
"The version of global warming theory being pushed by the IPCC is that anthropogenic emissions of greenhouse gases are causing a radiative energy imbalance of the climate system, leading to warming.",['0_0_0']
"The researchers noted that over the past decade Europe saw a number of exceptional summer heat waves with important impacts on society. The 2003 heat wave was the hottest summer on record since 1540 and led to a major health crisis and crop shortfall. Meteorologists were stunned when the record was shattered by the 2010 heat wave just a few years later. Maximum temperature measurements averaged over 7 days exceeding the average for this figure from 1871-2010 by 13.3 degrees Celsius. According to the researchers, extreme summers such as these could be considered as prototypes of summers of future warmer climate. But our ability to anticipate such events one or several months in advance, thereby giving us the chance to prepare ourselves, remains poor.",['0_0_0']
"The oceans absorb much of the CO2 that we release to the atmosphere, Ries says. However, he warns that this natural buffer may ultimately come at a great cost.",['0_0_0']
"Each year more than a quarter of global CO2 emissions from burning fossil fuels and cement production are taken up by the Earth's oceans. This process turns the seawater more acidic, making it more difficult for some marine life to live. Rising CO2 emissions, and the increasing acidity of seawater over the next century, has the potential to devastate some marine ecosystems, a food resource on which we rely, and so careful monitoring of changes in ocean acidity is crucial.",['0_0_0']
"In 2003 Professor McKitrick teamed with a Canadian engineer, Steve McIntyre, in attempting to replicate the chart and finally debunked it as statistical nonsense.  They revealed how the chart was derived from ""collation errors, unjustified truncation or extrapolation of source data, obsolete data, incorrect principal component calculations, geographical mislocations and other serious defects"" -- substantially affecting the temperature index.",['5_2_0']
"Recent U.S. public opinion data shows declining support for aggressive climate policies, as more people worry about the economic impact on households.","['4_3_3,', '4_1_1_2']"
"The picture of global temperature and its drivers as presented by the IPCC and the computer climate models is one in which CO2 has been the dominant factor since the start of the industrial age and other factors have had minimal impact. In order to support this picture, the IPCC has sought to portray CO2 as having been an important driver of global temperature in the past.",['0_0_0']
"The U.S. has already made major strides with emission reductions, clean energy investments, and climate policies, so there’s no need to add more regulations.",['4_4_2']
"a new report released by the Department of Energy in July, says that our electrical grid will be impacted due to the effects of global warming. Over the last century, air and ocean temperatures have continued to increase and droughts have become more prolonged. Both of these conditions have produced a seemingly never-ending fire season across the Western United States. July 2012 was the hottest month ever recorded in the United States and 2012 was the warmest year overall.",['0_0_0']
"The amount of CO2 in the atmosphere exceeded 400 parts per million (ppm) for the first time in probably more than three million years of Earth history. The IPCC told us that when that happened, the 400 parts per million mark, climate change would be irreversible and catastrophic. They're right. So what's the point?",['4_3_2']
